GROUP,Image1,Image2,Image3,Image4,CorrectAnswer,Target,G_Target,Condition,Target AOI,Competitor AOI,NovelDistractor,ExistingDistrator,TargetOnset
8,ND_41.bmp,BWpelican.bmp,EDspeaker.bmp,NWdungeoth.bmp,2,Tpelican.wav,8_Tpelican.wav,Untrained,2,4,1,3,534
2,ND_40.bmp,BWpenguin.bmp,EDqueen.bmp,NWpengwove.bmp,2,Tpenguin.wav,2_Tpenguin.wav,UnconsolidatedDisplayed,2,4,1,3,500
4,EDdog.bmp,BWpenguin.bmp,ND_16.bmp,NWpengwove.bmp,2,Tpenguin.wav,4_Tpenguin.wav,ConsolidatedDisplayed,2,4,3,1,500
5,BWpenguin.bmp,EDkettle.bmp,ND_42.bmp,NWcrocodol.bmp,1,Tpenguin.wav,5_Tpenguin.wav,Untrained,1,4,3,2,500
6,EDcash.bmp,BWpenguin.bmp,ND_17.bmp,NWdonkop.bmp,2,Tpenguin.wav,6_Tpenguin.wav,Untrained,2,4,3,1,500
7,BWpenguin.bmp,EDkettle.bmp,ND_42.bmp,NWcrocodol.bmp,1,Tpenguin.wav,7_Tpenguin.wav,Untrained,1,4,3,2,500
8,EDcash.bmp,BWpenguin.bmp,ND_17.bmp,NWdonkop.bmp,2,Tpenguin.wav,8_Tpenguin.wav,Untrained,2,4,3,1,500
1,BWpicnic.bmp,ND_18.bmp,EDspeaker.bmp,NWcostuke.bmp,1,Tpicnic.wav,1_Tpicnic.wav,Untrained,1,4,2,3,418
2,BWpicnic.bmp,EDrainbow.bmp,ND_43.bmp,NWcaramen.bmp,1,Tpicnic.wav,2_Tpicnic.wav,Untrained,1,4,3,2,418
3,BWpicnic.bmp,EDisland.bmp,ND_41.bmp,NWpicnin.bmp,1,Tpicnic.wav,3_Tpicnic.wav,UnconsolidatedDisplayed,1,4,3,2,418
5,BWpicnic.bmp,ND_17.bmp,EDdinner.bmp,NWpicnin.bmp,1,Tpicnic.wav,5_Tpicnic.wav,ConsolidatedDisplayed,1,4,2,3,418
7,BWpicnic.bmp,ND_17.bmp,EDdinner.bmp,NWpicnin.bmp,1,Tpicnic.wav,7_Tpicnic.wav,ConsolidatedDisplayed,1,4,2,3,418
2,BWpotato.bmp,ND_18.bmp,EDchicken.bmp,NWpotatuck.bmp,1,Tpotato.wav,2_Tpotato.wav,ConsolidatedDisplayed,1,4,2,3,505
3,EDtable.bmp,ND_44.bmp,NWcaravat.bmp,BWpotato.bmp,4,Tpotato.wav,3_Tpotato.wav,Untrained,4,3,2,1,505
4,BWpotato.bmp,ND_19.bmp,EDgutter.bmp,NWclarinone.bmp,1,Tpotato.wav,4_Tpotato.wav,Untrained,1,4,2,3,505
6,BWpotato.bmp,EDbell.bmp,ND_42.bmp,NWpotatuck.bmp,1,Tpotato.wav,6_Tpotato.wav,UnconsolidatedDisplayed,1,4,3,2,505
8,BWpotato.bmp,EDbell.bmp,ND_42.bmp,NWpotatuck.bmp,1,Tpotato.wav,8_Tpotato.wav,UnconsolidatedDisplayed,1,4,3,2,505
1,ND_19.bmp,EDcart.bmp,NWpumpkige.bmp,BWpumpkin.bmp,4,Tpumpkin.wav,1_Tpumpkin.wav,ConsolidatedDisplayed,4,3,1,2,580
3,ND_22.bmp,EDrainbow.bmp,NWcardigite.bmp,BWpumpkin.bmp,4,Tpumpkin.wav,3_Tpumpkin.wav,Untrained,4,3,1,2,580
4,EDtap.bmp,ND_45.bmp,NWbroccaroo.bmp,BWpumpkin.bmp,4,Tpumpkin.wav,4_Tpumpkin.wav,Untrained,4,3,2,1,580
5,EDrabbit.bmp,ND_43.bmp,NWpumpkige.bmp,BWpumpkin.bmp,4,Tpumpkin.wav,5_Tpumpkin.wav,UnconsolidatedDisplayed,4,3,2,1,580
7,EDrabbit.bmp,ND_43.bmp,NWpumpkige.bmp,BWpumpkin.bmp,4,Tpumpkin.wav,7_Tpumpkin.wav,UnconsolidatedDisplayed,4,3,2,1,580
1,BWpyramid.bmp,EDisland.bmp,ND_41.bmp,NWpyramon.bmp,1,Tpyramid.wav,1_Tpyramid.wav,UnconsolidatedDisplayed,1,4,3,2,552
3,BWpyramid.bmp,ND_17.bmp,EDdinner.bmp,NWpyramon.bmp,1,Tpyramid.wav,3_Tpyramid.wav,ConsolidatedDisplayed,1,4,2,3,552
5,BWpyramid.bmp,ND_18.bmp,EDtap.bmp,NWchimpantu.bmp,1,Tpyramid.wav,5_Tpyramid.wav,Untrained,1,4,2,3,552
6,BWpyramid.bmp,EDrainbow.bmp,ND_43.bmp,NWclarinone.bmp,1,Tpyramid.wav,6_Tpyramid.wav,Untrained,1,4,3,2,552
7,BWpyramid.bmp,ND_18.bmp,EDtap.bmp,NWchimpantu.bmp,1,Tpyramid.wav,7_Tpyramid.wav,Untrained,1,4,2,3,552
8,BWpyramid.bmp,EDrainbow.bmp,ND_43.bmp,NWclarinone.bmp,1,Tpyramid.wav,8_Tpyramid.wav,Untrained,1,4,3,2,552
1,EDtable.bmp,ND_44.bmp,NWcactul.bmp,BWreptile.bmp,4,Treptile.wav,1_Treptile.wav,Untrained,4,3,2,1,396
2,BWreptile.bmp,ND_19.bmp,EDpeach.bmp,NWchocolor.bmp,1,Treptile.wav,2_Treptile.wav,Untrained,1,4,2,3,396
4,BWreptile.bmp,EDbell.bmp,ND_42.bmp,NWreptite.bmp,1,Treptile.wav,4_Treptile.wav,UnconsolidatedDisplayed,1,4,3,2,396
6,BWreptile.bmp,ND_18.bmp,EDchicken.bmp,NWreptite.bmp,1,Treptile.wav,6_Treptile.wav,ConsolidatedDisplayed,1,4,2,3,396
8,BWreptile.bmp,ND_18.bmp,EDchicken.bmp,NWreptite.bmp,1,Treptile.wav,8_Treptile.wav,ConsolidatedDisplayed,1,4,2,3,396
2,ND_20.bmp,EDcar.bmp,NWrugbock.bmp,BWrugby.bmp,4,Trugby.wav,2_Trugby.wav,ConsolidatedDisplayed,4,3,1,2,429
3,ND_46.bmp,NWbrambo.bmp,BWrugby.bmp,EDwood.bmp,3,Trugby.wav,3_Trugby.wav,Untrained,3,2,1,4,429
4,ND_21.bmp,EDtable.bmp,NWbuffaluk.bmp,BWrugby.bmp,4,Trugby.wav,4_Trugby.wav,Untrained,4,3,1,2,429
6,EDpig.bmp,ND_44.bmp,NWrugbock.bmp,BWrugby.bmp,4,Trugby.wav,6_Trugby.wav,UnconsolidatedDisplayed,4,3,2,1,429
8,EDpig.bmp,ND_44.bmp,NWrugbock.bmp,BWrugby.bmp,4,Trugby.wav,8_Trugby.wav,UnconsolidatedDisplayed,4,3,2,1,429
2,BWsergeant.bmp,EDbell.bmp,ND_42.bmp,NWsergeast.bmp,1,Tsergeant.wav,2_Tsergeant.wav,UnconsolidatedDisplayed,1,4,3,2,494
4,BWsergeant.bmp,ND_18.bmp,EDchicken.bmp,NWsergeast.bmp,1,Tsergeant.wav,4_Tsergeant.wav,ConsolidatedDisplayed,1,4,2,3,494
5,EDtable.bmp,ND_44.bmp,NWcardigite.bmp,BWsergeant.bmp,4,Tsergeant.wav,5_Tsergeant.wav,Untrained,4,3,2,1,494
6,BWsergeant.bmp,ND_19.bmp,EDpeach.bmp,NWcaramen.bmp,1,Tsergeant.wav,6_Tsergeant.wav,Untrained,1,4,2,3,494
7,EDtable.bmp,ND_44.bmp,NWcardigite.bmp,BWsergeant.bmp,4,Tsergeant.wav,7_Tsergeant.wav,Untrained,4,3,2,1,494
8,BWsergeant.bmp,ND_19.bmp,EDpeach.bmp,NWcaramen.bmp,1,Tsergeant.wav,8_Tsergeant.wav,Untrained,1,4,2,3,494
1,EDrabbit.bmp,ND_43.bmp,NWsignatik.bmp,BWsignature.bmp,4,Tsignature.wav,1_Tsignature.wav,UnconsolidatedDisplayed,4,3,2,1,431
3,ND_19.bmp,EDcart.bmp,NWsignatik.bmp,BWsignature.bmp,4,Tsignature.wav,3_Tsignature.wav,ConsolidatedDisplayed,4,3,1,2,431
5,ND_20.bmp,EDrainbow.bmp,NWcactul.bmp,BWsignature.bmp,4,Tsignature.wav,5_Tsignature.wav,Untrained,4,3,1,2,431
6,EDtap.bmp,ND_45.bmp,NWbuffaluk.bmp,BWsignature.bmp,4,Tsignature.wav,6_Tsignature.wav,Untrained,4,3,2,1,431
7,ND_20.bmp,EDrainbow.bmp,NWcactul.bmp,BWsignature.bmp,4,Tsignature.wav,7_Tsignature.wav,Untrained,4,3,1,2,431
8,EDtap.bmp,ND_45.bmp,NWbuffaluk.bmp,BWsignature.bmp,4,Tsignature.wav,8_Tsignature.wav,Untrained,4,3,2,1,431
1,ND_20.bmp,EDrainbow.bmp,NWcaravat.bmp,BWsiren.bmp,4,Tsiren.wav,1_Tsiren.wav,Untrained,4,3,1,2,432
2,EDmountain.bmp,ND_45.bmp,NWbracelop.bmp,BWsiren.bmp,4,Tsiren.wav,2_Tsiren.wav,Untrained,4,3,2,1,432
3,EDrabbit.bmp,ND_43.bmp,NWsiredge.bmp,BWsiren.bmp,4,Tsiren.wav,3_Tsiren.wav,UnconsolidatedDisplayed,4,3,2,1,432
5,ND_19.bmp,EDcart.bmp,NWsiredge.bmp,BWsiren.bmp,4,Tsiren.wav,5_Tsiren.wav,ConsolidatedDisplayed,4,3,1,2,432
7,ND_19.bmp,EDcart.bmp,NWsiredge.bmp,BWsiren.bmp,4,Tsiren.wav,7_Tsiren.wav,ConsolidatedDisplayed,4,3,1,2,432
1,EDballoon.bmp,NWskeledu.bmp,BWskeleton.bmp,ND_21.bmp,3,Tskeleton.wav,1_Tskeleton.wav,ConsolidatedDisplayed,3,2,4,1,410
3,EDsun.bmp,NWbreakfal.bmp,BWskeleton.bmp,ND_20.bmp,3,Tskeleton.wav,3_Tskeleton.wav,Untrained,3,2,4,1,410
4,ND_47.bmp,NWbiscal.bmp,BWskeleton.bmp,EDmouse.bmp,3,Tskeleton.wav,4_Tskeleton.wav,Untrained,3,2,1,4,410
5,ND_45.bmp,NWskeledu.bmp,BWskeleton.bmp,EDpark.bmp,3,Tskeleton.wav,5_Tskeleton.wav,UnconsolidatedDisplayed,3,2,1,4,410
7,ND_45.bmp,NWskeledu.bmp,BWskeleton.bmp,EDpark.bmp,3,Tskeleton.wav,7_Tskeleton.wav,UnconsolidatedDisplayed,3,2,1,4,410
2,EDpig.bmp,ND_44.bmp,NWsomersaumf.bmp,BWsomersault.bmp,4,Tsomersault.wav,2_Tsomersault.wav,UnconsolidatedDisplayed,4,3,2,1,482
4,ND_20.bmp,EDcar.bmp,NWsomersaumf.bmp,BWsomersault.bmp,4,Tsomersault.wav,4_Tsomersault.wav,ConsolidatedDisplayed,4,3,1,2,482
5,ND_46.bmp,NWbreakfal.bmp,BWsomersault.bmp,EDwood.bmp,3,Tsomersault.wav,5_Tsomersault.wav,Untrained,3,2,1,4,482
6,ND_21.bmp,EDtable.bmp,NWbracelop.bmp,BWsomersault.bmp,4,Tsomersault.wav,6_Tsomersault.wav,Untrained,4,3,1,2,482
7,ND_46.bmp,NWbreakfal.bmp,BWsomersault.bmp,EDwood.bmp,3,Tsomersault.wav,7_Tsomersault.wav,Untrained,3,2,1,4,482
8,ND_21.bmp,EDtable.bmp,NWbracelop.bmp,BWsomersault.bmp,4,Tsomersault.wav,8_Tsomersault.wav,Untrained,4,3,1,2,482
1,ND_46.bmp,NWbikinar.bmp,BWspider.bmp,EDwood.bmp,3,Tspider.wav,1_Tspider.wav,Untrained,3,2,1,4,503
2,ND_21.bmp,EDtable.bmp,NWbroccaroo.bmp,BWspider.bmp,4,Tspider.wav,2_Tspider.wav,Untrained,4,3,1,2,503
4,EDpig.bmp,ND_44.bmp,NWspidet.bmp,BWspider.bmp,4,Tspider.wav,4_Tspider.wav,UnconsolidatedDisplayed,4,3,2,1,503
6,ND_20.bmp,EDcar.bmp,NWspidet.bmp,BWspider.bmp,4,Tspider.wav,6_Tspider.wav,ConsolidatedDisplayed,4,3,1,2,503
8,ND_20.bmp,EDcar.bmp,NWspidet.bmp,BWspider.bmp,4,Tspider.wav,8_Tspider.wav,ConsolidatedDisplayed,4,3,1,2,503
2,EDbag.bmp,NWsquirrome.bmp,BWsquirrel.bmp,ND_22.bmp,3,Tsquirrel.wav,2_Tsquirrel.wav,ConsolidatedDisplayed,3,2,4,1,490
3,NWbadminteef.bmp,BWsquirrel.bmp,EDcotton.bmp,ND_48.bmp,2,Tsquirrel.wav,3_Tsquirrel.wav,Untrained,2,1,4,3,490
4,EDwood.bmp,NWblossail.bmp,BWsquirrel.bmp,ND_23.bmp,3,Tsquirrel.wav,4_Tsquirrel.wav,Untrained,3,2,4,1,490
6,ND_46.bmp,NWsquirrome.bmp,BWsquirrel.bmp,EDmop.bmp,3,Tsquirrel.wav,6_Tsquirrel.wav,UnconsolidatedDisplayed,3,2,1,4,490
8,ND_46.bmp,NWsquirrome.bmp,BWsquirrel.bmp,EDmop.bmp,3,Tsquirrel.wav,8_Tsquirrel.wav,UnconsolidatedDisplayed,3,2,1,4,490
1,ND_45.bmp,NWtargil.bmp,BWtarget.bmp,EDpark.bmp,3,Ttarget.wav,1_Ttarget.wav,UnconsolidatedDisplayed,3,2,1,4,538
3,EDballoon.bmp,NWtargil.bmp,BWtarget.bmp,ND_21.bmp,3,Ttarget.wav,3_Ttarget.wav,ConsolidatedDisplayed,3,2,4,1,538
5,EDsun.bmp,NWbikinar.bmp,BWtarget.bmp,ND_22.bmp,3,Ttarget.wav,5_Ttarget.wav,Untrained,3,2,4,1,538
6,ND_47.bmp,NWblossail.bmp,BWtarget.bmp,EDmouse.bmp,3,Ttarget.wav,6_Ttarget.wav,Untrained,3,2,1,4,538
7,EDsun.bmp,NWbikinar.bmp,BWtarget.bmp,ND_22.bmp,3,Ttarget.wav,7_Ttarget.wav,Untrained,3,2,4,1,538
8,ND_47.bmp,NWblossail.bmp,BWtarget.bmp,EDmouse.bmp,3,Ttarget.wav,8_Ttarget.wav,Untrained,3,2,1,4,538
2,ND_46.bmp,NWtattefe.bmp,BWtattoo.bmp,EDshaker.bmp,3,Ttattoo.wav,2_Ttattoo.wav,UnconsolidatedDisplayed,3,2,1,4,606
4,EDbag.bmp,NWtattefe.bmp,BWtattoo.bmp,ND_22.bmp,3,Ttattoo.wav,4_Ttattoo.wav,ConsolidatedDisplayed,3,2,4,1,606
5,NWbalcozo.bmp,BWtattoo.bmp,EDcotton.bmp,ND_48.bmp,2,Ttattoo.wav,5_Ttattoo.wav,Untrained,2,1,4,3,606
6,EDwood.bmp,NWbaboop.bmp,BWtattoo.bmp,ND_23.bmp,3,Ttattoo.wav,6_Ttattoo.wav,Untrained,3,2,4,1,606
7,NWbalcozo.bmp,BWtattoo.bmp,EDcotton.bmp,ND_48.bmp,2,Ttattoo.wav,7_Ttattoo.wav,Untrained,2,1,4,3,606
8,EDwood.bmp,NWbaboop.bmp,BWtattoo.bmp,ND_23.bmp,3,Ttattoo.wav,8_Ttattoo.wav,Untrained,3,2,4,1,606
1,NWtissove.bmp,BWtissue.bmp,ND_23.bmp,EDapple.bmp,2,Ttissue.wav,1_Ttissue.wav,ConsolidatedDisplayed,2,1,3,4,507
3,NWbalcozo.bmp,BWtissue.bmp,ND_24.bmp,EDfootball.bmp,2,Ttissue.wav,3_Ttissue.wav,Untrained,2,1,3,4,507
4,NWangesh.bmp,BWtissue.bmp,EDmountain.bmp,ND_1.bmp,2,Ttissue.wav,4_Ttissue.wav,Untrained,2,1,4,3,507
5,NWtissove.bmp,BWtissue.bmp,EDbed.bmp,ND_47.bmp,2,Ttissue.wav,5_Ttissue.wav,UnconsolidatedDisplayed,2,1,4,3,507
7,NWtissove.bmp,BWtissue.bmp,EDbed.bmp,ND_47.bmp,2,Ttissue.wav,7_Ttissue.wav,UnconsolidatedDisplayed,2,1,4,3,507
1,EDsun.bmp,NWbrambo.bmp,BWtornado.bmp,ND_14.bmp,3,Ttornado.wav,1_Ttornado.wav,Untrained,3,2,4,1,457
2,ND_47.bmp,NWbaboop.bmp,BWtornado.bmp,EDmouse.bmp,3,Ttornado.wav,2_Ttornado.wav,Untrained,3,2,1,4,457
3,ND_45.bmp,NWtornadus.bmp,BWtornado.bmp,EDpark.bmp,3,Ttornado.wav,3_Ttornado.wav,UnconsolidatedDisplayed,3,2,1,4,457
5,EDballoon.bmp,NWtornadus.bmp,BWtornado.bmp,ND_21.bmp,3,Ttornado.wav,5_Ttornado.wav,ConsolidatedDisplayed,3,2,4,1,457
7,EDballoon.bmp,NWtornadus.bmp,BWtornado.bmp,ND_21.bmp,3,Ttornado.wav,7_Ttornado.wav,ConsolidatedDisplayed,3,2,4,1,457
1,NWtrombal.bmp,BWtrombone.bmp,EDbed.bmp,ND_47.bmp,2,Ttrombone.wav,1_Ttrombone.wav,UnconsolidatedDisplayed,2,1,4,3,487
3,NWtrombal.bmp,BWtrombone.bmp,ND_23.bmp,EDapple.bmp,2,Ttrombone.wav,3_Ttrombone.wav,ConsolidatedDisplayed,2,1,3,4,487
5,NWaliet.bmp,BWtrombone.bmp,ND_24.bmp,Edspeaker.bmp,2,Ttrombone.wav,5_Ttrombone.wav,Untrained,2,1,3,4,487
6,NWathlove.bmp,BWtrombone.bmp,EDmountain.bmp,ND_1.bmp,2,Ttrombone.wav,6_Ttrombone.wav,Untrained,2,1,4,3,487
7,NWaliet.bmp,BWtrombone.bmp,ND_24.bmp,Edspeaker.bmp,2,Ttrombone.wav,7_Ttrombone.wav,Untrained,2,1,3,4,487
8,NWathlove.bmp,BWtrombone.bmp,EDmountain.bmp,ND_1.bmp,2,Ttrombone.wav,8_Ttrombone.wav,Untrained,2,1,4,3,487
1,NWaliet.bmp,BWtulip.bmp,EDcotton.bmp,ND_48.bmp,2,Ttulip.wav,1_Ttulip.wav,Untrained,2,1,4,3,443
2,EDwood.bmp,NWbiscal.bmp,BWtulip.bmp,ND_23.bmp,3,Ttulip.wav,2_Ttulip.wav,Untrained,3,2,4,1,443
4,ND_46.bmp,NWtulode.bmp,BWtulip.bmp,EDshaker.bmp,3,Ttulip.wav,4_Ttulip.wav,UnconsolidatedDisplayed,3,2,1,4,443
6,EDbag.bmp,NWtulode.bmp,BWtulip.bmp,ND_22.bmp,3,Ttulip.wav,6_Ttulip.wav,ConsolidatedDisplayed,3,2,4,1,443
8,EDbag.bmp,NWtulode.bmp,BWtulip.bmp,ND_22.bmp,3,Ttulip.wav,8_Ttulip.wav,ConsolidatedDisplayed,3,2,4,1,443
1,NWbadminteef.bmp,BWvolcano.bmp,ND_24.bmp,EDtap.bmp,2,Tvolcano.wav,1_Tvolcano.wav,Untrained,2,1,3,4,374
2,NWapricam.bmp,BWvolcano.bmp,EDtap.bmp,ND_1.bmp,2,Tvolcano.wav,2_Tvolcano.wav,Untrained,2,1,4,3,374
3,NWvolcagi.bmp,BWvolcano.bmp,EDbed.bmp,ND_47.bmp,2,Tvolcano.wav,3_Tvolcano.wav,UnconsolidatedDisplayed,2,1,4,3,374
5,NWvolcagi.bmp,BWvolcano.bmp,ND_23.bmp,EDapple.bmp,2,Tvolcano.wav,5_Tvolcano.wav,ConsolidatedDisplayed,2,1,3,4,374
7,NWvolcagi.bmp,BWvolcano.bmp,ND_23.bmp,EDapple.bmp,2,Tvolcano.wav,7_Tvolcano.wav,ConsolidatedDisplayed,2,1,3,4,374
2,NWwalnog.bmp,BWwalnut.bmp,ND_24.bmp,EDbaby.bmp,2,Twalnut.wav,2_Twalnut.wav,ConsolidatedDisplayed,2,1,3,4,400
3,BWwalnut.bmp,NWwalrick.bmp,EDjacket.bmp,ND_26.bmp,1,Twalnut.wav,3_Twalnut.wav,Untrained,1,2,4,3,400
4,NWathlove.bmp,BWwalnut.bmp,ND_25.bmp,EDtractor.bmp,2,Twalnut.wav,4_Twalnut.wav,Untrained,2,1,3,4,400
6,NWwalnog.bmp,BWwalnut.bmp,EDbear.bmp,ND_48.bmp,2,Twalnut.wav,6_Twalnut.wav,UnconsolidatedDisplayed,2,1,4,3,400
8,NWwalnog.bmp,BWwalnut.bmp,EDbear.bmp,ND_48.bmp,2,Twalnut.wav,8_Twalnut.wav,UnconsolidatedDisplayed,2,1,4,3,400
2,NWwalrick.bmp,BWwalrus.bmp,EDbear.bmp,ND_48.bmp,2,Twalrus.wav,2_Twalrus.wav,UnconsolidatedDisplayed,2,1,4,3,574
4,NWwalrick.bmp,BWwalrus.bmp,ND_24.bmp,EDbaby.bmp,2,Twalrus.wav,4_Twalrus.wav,ConsolidatedDisplayed,2,1,3,4,574
5,BWwalrus.bmp,NWyogem.bmp,EDjacket.bmp,ND_26.bmp,1,Twalrus.wav,5_Twalrus.wav,Untrained,1,2,4,3,574
6,NWapricam.bmp,BWwalrus.bmp,ND_25.bmp,EDtractor.bmp,2,Twalrus.wav,6_Twalrus.wav,Untrained,2,1,3,4,574
7,BWwalrus.bmp,NWyogem.bmp,EDjacket.bmp,ND_26.bmp,1,Twalrus.wav,7_Twalrus.wav,Untrained,1,2,4,3,574
8,NWapricam.bmp,BWwalrus.bmp,ND_25.bmp,EDtractor.bmp,2,Twalrus.wav,8_Twalrus.wav,Untrained,2,1,3,4,574
1,BWyoghurt.bmp,NWwalnog.bmp,EDjacket.bmp,ND_26.bmp,1,Tyoghurt.wav,1_Tyoghurt.wav,Untrained,1,2,4,3,443
2,NWangesh.bmp,BWyoghurt.bmp,ND_25.bmp,EDtractor.bmp,2,Tyoghurt.wav,2_Tyoghurt.wav,Untrained,2,1,3,4,432
4,NWyogem.bmp,BWyoghurt.bmp,EDbear.bmp,ND_48.bmp,2,Tyoghurt.wav,4_Tyoghurt.wav,UnconsolidatedDisplayed,2,1,4,3,432
6,NWyogem.bmp,BWyoghurt.bmp,ND_24.bmp,EDbaby.bmp,2,Tyoghurt.wav,6_Tyoghurt.wav,ConsolidatedDisplayed,2,1,3,4,432
8,NWyogem.bmp,BWyoghurt.bmp,ND_24.bmp,EDbaby.bmp,2,Tyoghurt.wav,8_Tyoghurt.wav,ConsolidatedDisplayed,2,1,3,4,432
3,ND_109.bmp,EDpet.bmp,winner.bmp,window.bmp,4,window.wav,3_window.wav,DisplayedCohort,4,3,1,2,408
4,ND_109.bmp,EDpet.bmp,candle.bmp,window.bmp,4,window.wav,4_window.wav,AbsentCohort,4,3,1,2,408
7,ND_109.bmp,EDpet.bmp,winner.bmp,window.bmp,4,window.wav,7_window.wav,DisplayedCohort,4,3,1,2,408
8,ND_109.bmp,EDpet.bmp,candle.bmp,window.bmp,4,window.wav,8_window.wav,AbsentCohort,4,3,1,2,408
1,ND_109.bmp,EDpet.bmp,window.bmp,winner.bmp,4,winner.wav,1_winner.wav,DisplayedCohort,4,3,1,2,359
2,ND_109.bmp,EDpet.bmp,candy.bmp,winner.bmp,4,winner.wav,2_winner.wav,AbsentCohort,4,3,1,2,359
5,ND_109.bmp,EDpet.bmp,window.bmp,winner.bmp,4,winner.wav,5_winner.wav,DisplayedCohort,4,3,1,2,359
6,ND_109.bmp,EDpet.bmp,candy.bmp,winner.bmp,4,winner.wav,6_winner.wav,AbsentCohort,4,3,1,2,359
